"BOROUGH","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BLOCK","LOT","EASE.MENT","BUILDING.CLASS.AT.PRESENT","ADDRESS","APARTMENT.NUMBER","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.PRICE","SALE.DATE"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",11970,25,,"A1","114-40 141ST   STREET                    ","            ",11436,1,0,1,2000,896,1920,1,"A1",235000,"2015-11-23"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",11976,21,,"A1","114-32 146 STREET                        ","            ",11436,1,0,1,2000,896,1925,1,"A1",350000,"2016-03-14"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",11976,62,,"A5","114-17 INWOOD STREET                     ","            ",11436,1,0,1,1600,928,1930,1,"A5",135000,"2016-03-17"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",11976,65,,"A5","114-11 INWOOD STREET                     ","            ",11436,1,0,1,1600,982,1930,1,"A5",250000,"2015-10-27"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",11978,17,,"A1","114-24 148 STREET                        ","            ",11436,1,0,1,2000,896,1930,1,"A1",315000,"2016-04-18"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",11979,53,,"A1","114-25 148TH STREET                      ","            ",11436,1,0,1,2000,914,1915,1,"A1",160000,"2015-11-09"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",11993,7,,"A1","115-20 149TH   STREET                    ","            ",11436,1,0,1,2000,924,1920,1,"A1",350000,"2015-11-09"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",11998,80,,"A1","116-24 141 STREET                        ","            ",11436,1,0,1,2028,952,1930,1,"A1",175000,"2015-07-16"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",11998,83,,"A1","116-30 141ST STREET                      ","            ",11436,1,0,1,2074,952,1930,1,"A1",370000,"2015-06-26"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",11998,92,,"A1","116-50 141 STREET                        ","            ",11436,1,0,1,2170,952,1930,1,"A1",360000,"2015-12-29"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12000,10,,"A1","142-20 116TH   AVENUE                    ","            ",11436,1,0,1,2000,882,1920,1,"A1",298000,"2015-06-09"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12000,53,,"A1","116-17 142ND   STREET                    ","            ",11436,1,0,1,3808,594,1957,1,"A1",170000,"2016-02-09"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12006,59,,"A2","146-15 FOCH BOULEVARD                    ","            ",11436,1,0,1,4000,704,1930,1,"A2",323000,"2015-05-05"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12007,214,,"A1","147-11 FOCH BOULEVARD                    ","            ",11436,1,0,1,1960,868,1920,1,"A1",389000,"2016-01-25"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12013,29,,"A1","117-50 142ND STREET                      ","            ",11436,1,0,1,2500,864,1930,1,"A1",409000,"2015-12-10"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12013,29,,"A1","117-50 142ND STREET                      ","            ",11436,1,0,1,2500,864,1930,1,"A1",150000,"2015-08-06"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12014,35,,"A1","117-25 142ND ST                          ","            ",11436,1,0,1,1976,840,1920,1,"A1",416000,"2015-11-19"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12014,35,,"A1","117-25 142ND   STREET                    ","            ",11436,1,0,1,1976,840,1920,1,"A1",185000,"2015-06-16"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12014,91,,"A1","117-82 142 PLACE                         ","            ",11436,1,0,1,2358,812,1925,1,"A1",445000,"2016-02-18"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12014,91,,"A1","117-82 142ND PLACE                       ","            ",11436,1,0,1,2358,812,1925,1,"A1",170000,"2015-09-18"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12015,80,,"A1","117-41 142 PLACE                         ","            ",11436,1,0,1,2167,876,1925,1,"A1",309779,"2015-05-22"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12026,62,,"A1","119-16 146 STREET                        ","            ",11436,1,0,1,2000,966,1925,1,"A1",239000,"2015-07-21"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12027,51,,"A1","119-04 147TH   STREET                    ","            ",11436,1,0,1,2000,896,1920,1,"A1",229100,"2015-10-16"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12031,3,,"A1","120-23 140TH STREET                      ","            ",11436,1,0,1,1967,882,1915,1,"A1",340000,"2015-10-19"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12035,33,,"A1","120-22 142ND   PLACE                     ","            ",11436,1,0,1,2500,756,1901,1,"A1",195000,"2015-12-02"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12035,44,,"A1","12044 142 PLACE                          ","            ",11436,1,0,1,2000,868,1915,1,"A1",105000,"2016-01-11"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12042,5,,"A1","145-11 123RD   AVENUE                    ","            ",11436,1,0,1,2000,832,1925,1,"A1",10,"2015-08-17"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12048,103,,"A1","145-06 123 AVENUE                        ","            ",11436,1,0,1,2000,812,1925,1,"A1",330000,"2015-11-02"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12048,103,,"A1","145-06 123RD AVE                         ","            ",11436,1,0,1,2000,812,1925,1,"A1",96000,"2015-06-30"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12048,117,,"A1","123-24 INWOOD STREET                     ","            ",11436,1,0,1,2000,884,1925,1,"A1",325000,"2015-09-30"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12048,124,,"A1","123-38 INWOOD STREET                     ","            ",11436,1,0,1,2000,812,1925,1,"A1",320000,"2016-03-11"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12050,34,,"A1","123-17 146TH   STREET                    ","            ",11436,1,0,1,2000,850,1925,1,"A1",349000,"2016-03-24"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12050,34,,"A1","123-17 146TH   STREET                    ","            ",11436,1,0,1,2000,850,1925,1,"A1",190000,"2015-06-10"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12050,48,,"A1","123-12 147 STREET                        ","            ",11436,1,0,1,2000,850,1925,1,"A1",260000,"2015-10-23"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12070,64,,"A2","128-34 INWOOD STREET                     ","            ",11436,1,0,1,4200,800,1925,1,"A2",245000,"2016-02-02"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12079,8,,"A0","131-11 143RD   STREET                    ","            ",11436,1,0,1,4050,960,1960,1,"A0",400000,"2016-02-23"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12079,18,,"A0","130-15 143 STREET                        ","            ",11436,1,0,1,4050,960,1955,1,"A0",410000,"2016-02-18"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12081,189,,"A5","130-27 145TH   STREET                    ","            ",11436,1,0,1,2970,968,1940,1,"A5",400000,"2015-08-14"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12103,6,,"A1","126-39 148TH   STREET                    ","            ",11436,1,0,1,2000,896,1925,1,"A1",340000,"2015-12-29"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12103,24,,"A1","126-13 148TH   STREET                    ","            ",11436,1,0,1,2000,992,1925,1,"A1",390000,"2015-11-16"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12105,47,,"A1","12824 147TH STREET                       ","            ",11436,1,0,1,2000,980,1930,1,"A1",227375,"2015-10-08"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12105,67,,"A1","146-09 130TH AVENUE                      ","            ",11436,1,0,1,2000,776,1930,1,"A1",390000,"2015-11-30"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12105,67,,"A1","146-09 130TH   AVENUE                    ","            ",11436,1,0,1,2000,776,1930,1,"A1",130000,"2015-05-21"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12106,10,,"A1","128-25 147TH   STREET                    ","            ",11436,1,0,1,2000,756,1920,1,"A1",263000,"2015-09-29"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12107,14,,"A1","128-19 148TH STREET                      ","            ",11436,1,0,1,2000,756,1920,1,"A1",300000,"2015-09-10"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12113,51,,"A1","133-30 147 STREET                        ","            ",11436,1,0,1,2450,992,1920,1,"A1",388000,"2015-06-26"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12114,25,,"A1","133-19 147TH STREET                      ","            ",11436,1,0,1,2450,928,1920,1,"A1",363000,"2015-08-26"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12115,46,,"A1","133-16 149TH STREET                      ","            ",11436,1,0,1,2450,788,1925,1,"A1",290000,"2015-09-18"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12116,22,,"A1","133-17 149TH   STREET                    ","            ",11436,1,0,1,2500,788,1920,1,"A1",237276,"2015-07-31"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12201,19,,"A1","150-26 116TH   AVENUE                    ","            ",11434,1,0,1,2000,896,1920,1,"A1",22000,"2015-08-24"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12201,63,,"A1","150-71 116TH ROAD                        ","            ",11434,1,0,1,2000,896,1920,1,"A1",334000,"2016-03-31"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12202,38,,"A1","150-74 116TH   ROAD                      ","            ",11434,1,0,1,2000,896,1925,1,"A1",230000,"2015-09-24"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12202,60,,"A1","150-87 116TH   DRIVE                     ","            ",11434,1,0,1,2000,920,1925,1,"A1",335000,"2015-05-14"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12202,69,,"A1","150-69 116TH   DRIVE                     ","            ",11434,1,0,1,2000,896,1925,1,"A1",210000,"2016-02-02"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12204,139,,"A9","150-78 FOCH BOULEVARD                    ","            ",11434,1,0,1,1155,748,1920,1,"A9",275000,"2015-07-30"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12204,150,,"A9","153-20 FOCH BOULEVARD                    ","            ",11434,1,0,1,1155,748,1920,1,"A9",320000,"2015-05-28"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12204,164,,"A9","15348 FOCH BOULEVARD                     ","            ",11434,1,0,1,1155,756,1920,1,"A9",110000,"2015-05-07"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12204,170,,"A9","153-60 FOCH BLVD                         ","            ",11434,1,0,1,893,842,1920,1,"A9",130000,"2015-08-11"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12204,263,,"A9","154-01 118TH   AVENUE                    ","            ",11434,1,0,1,1325,736,1920,1,"A9",250000,"2015-06-11"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12204,289,,"A9","153-15 118TH   AVENUE                    ","            ",11434,1,0,1,1358,676,1920,1,"A9",295000,"2015-08-31"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12204,316,,"A9","152-09 118TH   AVENUE                    ","            ",11434,1,0,1,1358,703,1920,1,"A9",277000,"2015-08-27"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12206,16,,"A9","118-07 152ND   STREET                    ","            ",11434,1,0,1,1350,732,1930,1,"A9",294000,"2015-09-04"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12206,24,,"A9","118-08 153RD   STREET                    ","            ",11434,1,0,1,1350,732,1930,1,"A9",305000,"2015-12-15"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12206,24,,"A9","118-08 153RD   STREET                    ","            ",11434,1,0,1,1350,732,1930,1,"A9",152250,"2015-05-20"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12208,36,,"A9","153-30 118TH AVE                         ","            ",11434,1,0,1,1350,730,1925,1,"A9",301000,"2016-01-12"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12208,41,,"A9","118-16 154TH  STREET                     ","            ",11434,1,0,1,2210,786,1915,1,"A9",366680,"2015-08-31"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12208,51,,"A9","118-32 154TH   STREET                    ","            ",11434,1,0,1,1350,786,1925,1,"A9",288000,"2015-10-08"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12209,148,,"A9","118-22 155 STREET                        ","            ",11434,1,0,1,1550,746,1915,1,"A9",310000,"2015-08-25"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12209,153,,"A9","118-32 155TH STREET                      ","            ",11434,1,0,1,1877,736,1915,1,"A9",322000,"2015-10-29"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12225,8,,"A1","155-06 116TH RD                          ","            ",11434,1,0,1,1940,960,1920,1,"A1",325000,"2016-02-05"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12225,8,,"A1","155-06 116TH ROAD                        ","            ",11434,1,0,1,1940,960,1920,1,"A1",142000,"2015-07-23"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12226,2,,"A1","11661 155 STREET                         ","            ",11434,1,0,1,1900,896,1925,1,"A1",275000,"2015-07-15"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12243,36,,"A1","160-25 119TH   ROAD                      ","            ",11434,1,0,1,2000,868,1930,1,"A1",399000,"2016-04-18"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12243,36,,"A1","160-25 119TH RD                          ","            ",11434,1,0,1,2000,868,1930,1,"A1",130000,"2015-08-17"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12250,58,,"A2","160-31 121ST   AVENUE                    ","            ",11434,1,0,1,4000,990,1955,1,"A2",301000,"2015-07-17"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12252,18,,"A2","161-24 120TH   AVENUE                    ","            ",11434,1,0,1,6000,960,1950,1,"A2",415000,"2015-09-25"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12333,209,,"A2","169-20 LINDEN BOULEVARD                  ","            ",11434,1,0,1,3001,980,1940,1,"A2",265000,"2015-11-18"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12336,43,,"A2","115-50 165TH   STREET                    ","            ",11434,1,0,1,1764,666,1950,1,"A2",140000,"2015-11-19"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12344,350,,"A1","115-33 169TH   STREET                    ","            ",11434,1,0,1,3000,992,1930,1,"A1",430000,"2015-12-14"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12344,350,,"A1","115-33 169TH STREET                      ","            ",11434,1,0,1,3000,992,1930,1,"A1",215000,"2015-07-24"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12349,6,,"A2","16707 FOCH BOULEVARD                     ","            ",11434,1,0,1,2200,902,1935,1,"A2",340000,"2015-09-03"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12349,7,,"A2","167-05 FOCH BOULEVARD                    ","            ",11434,1,0,1,2200,902,1935,1,"A2",280000,"2016-03-07"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12364,107,,"A5","167-12 FOCH BOULEVARD                    ","            ",11434,1,0,1,2595,946,1945,1,"A5",260000,"2015-07-21"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12373,142,,"A5","171-43 119TH ROAD                        ","            ",11434,1,0,1,2200,946,1940,1,"A5",130000,"2015-09-08"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12373,147,,"A5","171-33 119TH   ROAD                      ","            ",11434,1,0,1,2266,946,1940,1,"A5",355000,"2015-08-26"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",12376,19,,"A2","119-52 MERRILL STREET                    ","            ",11434,1,0,1,4000,966,1920,1,"A2",300000,"2016-03-22"
4,"SO. JAMAICA-BAISLEY PARK ","02  TWO FAMILY DWELLINGS                    ","1",11975,13,,"B2","114-18 INWOOD STREET                     ","            ",11436,2,0,2,1600,968,1925,1,"B2",300000,"2015-07-31"
4,"SO. JAMAICA-BAISLEY PARK ","02  TWO FAMILY DWELLINGS                    ","1",11993,5,,"B3","115-16 149TH STREET                      ","            ",11436,2,0,2,2000,924,1920,1,"B3",393000,"2015-10-29"
4,"SO. JAMAICA-BAISLEY PARK ","22  STORE BUILDINGS                         ","4",12367,237,,"K1","117-02B MERRICK BOULEVARD                ","            ",11434,0,1,1,602,600,1930,4,"K1",80000,"2016-01-11"
4,"SO. JAMAICA-BAISLEY PARK ","29  COMMERCIAL GARAGES                      ","4",12116,1,,"G3","133-40 150TH   STREET                    ","            ",11436,0,1,1,18379,810,1949,4,"G3",551338,"2015-12-29"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10064,110,,"A1","107-38 139TH   STREET                    ","            ",11435,1,0,1,2500,976,1920,1,"A1",281000,"2015-09-25"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10139,27,,"S1","107-46 UNION HALL STREET                 ","            ",11433,1,1,2,9505,792,1900,1,"S1",265000,"2015-11-20"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10150,27,,"A1","108-09 UNION HALL STREET                 ","            ",11433,1,0,1,1332,560,1910,1,"A1",100000,"2015-10-28"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10178,14,,"A1","108-30 169 PL                            ","            ",11433,1,0,1,1900,938,1935,1,"A1",140118,"2015-08-13"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10184,105,,"A1","164-25 109 DRIVE                         ","            ",11433,1,0,1,2900,768,1920,1,"A1",333000,"2015-09-04"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10190,6,,"A1","110-08 164TH   STREET                    ","            ",11433,1,0,1,2600,979,1920,1,"A1",258000,"2015-10-21"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10198,12,,"A1","110-38 168TH   STREET                    ","            ",11433,1,0,1,2500,979,1935,1,"A1",235000,"2016-04-15"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10204,43,,"A5","111-53 166 STREET                        ","            ",11433,1,0,1,1805,760,1950,1,"A5",248000,"2015-07-28"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10232,44,,"A1","173-47 103RD   ROAD                      ","            ",11433,1,0,1,2142,930,1920,1,"A1",200000,"2015-09-09"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10232,48,,"A1","173-39 103RD ROAD                        ","            ",11433,1,0,1,2142,930,1920,1,"A1",349900,"2015-08-25"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10233,188,,"A1","173-22 103RD   ROAD                      ","            ",11433,1,0,1,2800,990,1920,1,"A1",370000,"2015-10-15"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10233,198,,"A1","173-48 103RD ROAD                        ","            ",11433,1,0,1,2500,864,1920,1,"A1",430000,"2016-03-31"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10233,198,,"A1","173-48 103RD RD                          ","            ",11433,1,0,1,2500,864,1920,1,"A1",201000,"2015-09-01"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10233,205,,"A1","173-64 103RD ROAD                        ","            ",11433,1,0,1,2500,1000,1920,1,"A1",365000,"2015-10-16"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10233,237,,"A1","173-21 104TH   AVENUE                    ","            ",11433,1,0,1,2500,995,1920,1,"A1",225000,"2015-10-30"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10233,242,,"A1","173-11 104TH AVENUE                      ","            ",11433,1,0,1,2500,985,1920,1,"A1",380000,"2016-03-23"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10233,242,,"A1","173-11 104 AVENUE                        ","            ",11433,1,0,1,2500,985,1920,1,"A1",200000,"2015-11-24"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10234,289,,"A1","173-39 105TH   AVENUE                    ","            ",11433,1,0,1,2000,938,1920,1,"A1",10,"2015-08-24"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10235,325,,"A1","173-42 105TH   AVENUE                    ","            ",11433,1,0,1,2000,974,1925,1,"A1",137750,"2016-04-07"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10241,1,,"A1","105-47 171 PL                            ","            ",11433,1,0,1,2000,896,1925,1,"A1",260000,"2016-02-24"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10251,70,,"A5","108-01 FERN PLACE                        ","            ",11433,1,0,1,3000,725,1955,1,"A5",192424,"2016-01-28"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10251,173,,"A5","107-37 FERN PLACE                        ","            ",11433,1,0,1,2000,725,1955,1,"A5",300000,"2015-06-30"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10252,7,,"A5","107-13 WATSON PLACE                      ","            ",11433,1,0,1,1992,646,1950,1,"A5",330000,"2015-12-30"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10258,112,,"A5","108-36 175TH STREET                      ","            ",11433,1,0,1,2000,904,1940,1,"A5",250000,"2015-11-12"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10258,119,,"A5","174-07 109TH AVE                         ","            ",11433,1,0,1,2000,904,1940,1,"A5",270000,"2016-03-09"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",10267,55,,"A9","109-40 176TH   STREET                    ","            ",11433,1,0,1,4000,672,1920,1,"A9",265668,"2016-03-30"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",11926,87,,"A1","139-14 GLASSBORO AVENUE                  ","            ",11435,1,0,1,2002,944,1930,1,"A1",360000,"2015-05-20"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",11954,12,,"A1","111-14 139TH   STREET                    ","            ",11435,1,0,1,2000,980,1925,1,"A1",110000,"2016-01-28"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",11961,24,,"A5","111-39 145TH   STREET                    ","            ",11435,1,0,1,1800,954,1930,1,"A5",280000,"2015-07-06"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",11962,1,,"A1","145-43 LINDEN BLVD                       ","            ",11436,1,0,1,2962,1000,1920,1,"A1",350000,"2015-08-17"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",11966,22,,"A1","148-23 LINDEN BOULEVARD                  ","            ",11436,1,0,1,1600,938,1910,1,"A1",355000,"2015-09-21"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",12158,20,,"A1","111-17 153RD   STREET                    ","            ",11433,1,0,1,3600,968,1920,1,"A1",400000,"2016-02-16"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",12166,10,,"A2","111-27 SUTPHIN BOULEVARD                 ","            ",11435,1,0,1,1980,820,1940,1,"A2",10,"2015-07-15"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",12167,59,,"A2","153-15 112 AVE                           ","            ",11433,1,0,1,2042,820,1940,1,"A2",339000,"2015-05-01"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",12168,33,,"A2","153-32 112TH   AVENUE                    ","            ",11433,1,0,1,2260,920,1940,1,"A2",275000,"2016-01-13"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",12168,41,,"A2","150-43 113TH   AVENUE                    ","            ",11433,1,0,1,1840,920,1940,1,"A2",350000,"2015-06-22"
